Key,File,Type,UsedInMainMenu,english
questAECGhostMidnightCarnival_response,quests,,,AEC HORDE - [FF4500]Midnight Carnival[-]
questAECGhostMidnightCarnival_completion,quests,,,The carnival has gone dark.
questAECGhostGraveyardWatch_name,quests,,,[CDD7E3]Graveyard Watch[-]
questAECGhostGraveyardWatch_subtitle,quests,,,Ghost T3 Defense
questAECGhostGraveyardWatch_description,quests,,,Clear the POI first, then survive waves of graveyard ghosts.
questAECGhostGraveyardWatch_offer,quests,,,Someone has to watch the graves tonight. That someone is you.
questAECGhostGraveyardWatch_statement,quests,,,I will hold the line.
questAECGhostGraveyardWatch_response,quests,,,AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECGhostGraveyardWatch_completion,quests,,,The graveyard is quiet again.
questAECGhostCarnivalDead_name,quests,,,[CDD7E3]Carnival of the Dead[-]
questAECGhostCarnivalDead_subtitle,quests,,,Ghost T3 Defense
questAECGhostCarnivalDead_description,quests,,,Clear the POI first, then survive waves of carnival ghosts.
questAECGhostCarnivalDead_offer,quests,,,The carnival dead are moving on a target. Hold it.
questAECGhostCarnivalDead_statement,quests,,,I will defend the site.
questAECGhostCarnivalDead_response,quests,,,AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECGhostCarnivalDead_completion,quests,,,The carnival dead have been repelled.
questAECGhostShriekingStones_name,quests,,,[CDD7E3]Shrieking Stones[-]
questAECGhostShriekingStones_subtitle,quests,,,Ghost T3 Defense
questAECGhostShriekingStones_description,quests,,,Clear the POI first, then survive waves of ranged ghosts.
questAECGhostShriekingStones_offer,quests,,,The next attack comes with screams and flying stone. Hold fast.
questAECGhostShriekingStones_statement,quests,,,I will hold under fire.
questAECGhostShriekingStones_response,quests,,,AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECGhostShriekingStones_completion,quests,,,The shrieking has stopped.
questAECGhostDeadShift_name,quests,,,[CDD7E3]Dead Shift[-]
questAECGhostDeadShift_subtitle,quests,,,Ghost T3 Defense
questAECGhostDeadShift_description,quests,,,Clear the POI first, then survive waves of the dead shift.
questAECGhostDeadShift_offer,quests,,,The night shift is dead but still working. Make them clock out.
questAECGhostDeadShift_statement,quests,,,I will finish the shift.
questAECGhostDeadShift_response,quests,,,AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECGhostDeadShift_completion,quests,,,The dead shift has ended.
questAECGhostLanternBreach_name,quests,,,[CDD7E3]Lantern Breach[-]
questAECGhostLanternBreach_subtitle,quests,,,Ghost T3 Defense
questAECGhostLanternBreach_description,quests,,,Clear the POI first, then survive waves of ghost lantern bearers.
questAECGhostLanternBreach_offer,quests,,,The line is breaking under ghost lantern light. Hold it.
questAECGhostLanternBreach_statement,quests,,,I will stop the breach.
questAECGhostLanternBreach_response,quests,,,AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECGhostLanternBreach_completion,quests,,,The breach has been sealed.
questAECGhostLostProcession_name,quests,,,[AAB4BC]The Lost Procession[-]
questAECGhostLostProcession_subtitle,quests,,,Ghost T4 Horde
questAECGhostLostProcession_description,quests,,,Activate the rally, place the lure, then break all three waves of the lost procession.
questAECGhostLostProcession_offer,quests,,,A lost procession has grown too large to ignore. Trigger the rally, drop the lure, and break it apart.
questAECGhostLostProcession_statement,quests,,,I will activate the rally, place the lure, and break the procession.
questAECGhostLostProcession_response,quests,,,AEC HORDE - [FFAA00]The Lost Procession[-]
questAECGhostLostProcession_completion,quests,,,The procession has been scattered.
questAECGhostBrokenVigil_name,quests,,,[AAB4BC]Broken Vigil[-]
questAECGhostBrokenVigil_subtitle,quests,,,Ghost T4 Defense
questAECGhostBrokenVigil_description,quests,,,Clear the POI first, then survive waves of mixed ghost forces.
questAECGhostBrokenVigil_offer,quests,,,The vigil is broken and the dead know it. Restore control.
questAECGhostBrokenVigil_statement,quests,,,I will hold the vigil.
questAECGhostBrokenVigil_response,quests,,,AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECGhostBrokenVigil_completion,quests,,,The vigil stands once more.
questAECGhostHauntedGrounds_name,quests,,,[98A3AD]Haunted Grounds[-]
questAECGhostHauntedGrounds_subtitle,quests,,,Ghost T4 Horde
questAECGhostHauntedGrounds_description,quests,,,Activate the rally, place the lure, then clear every heavy Ghost wave rising from the haunted ground.
questAECGhostHauntedGrounds_offer,quests,,,The earth itself is wrong out there. Trigger the rally, place the lure, and purge it.
questAECGhostHauntedGrounds_statement,quests,,,I will activate the rally, place the lure, and purge the ground.
questAECGhostHauntedGrounds_response,quests,,,AEC HORDE - [FFAA00]Haunted Grounds[-]
questAECGhostHauntedGrounds_completion,quests,,,The haunted ground has been cleansed.
questAECGhostHollowParade_name,quests,,,[98A3AD]Hollow Parade[-]
questAECGhostHollowParade_subtitle,quests,,,Ghost T4 Defense
questAECGhostHollowParade_description,quests,,,Clear the POI first, then survive waves of the hollow parade.
questAECGhostHollowParade_offer,quests,,,The parade is heading straight for the objective. Hold it.
questAECGhostHollowParade_statement,quests,,,I will hold against the parade.
questAECGhostHollowParade_response,quests,,,AEC POI DEFENSE ([FFAA00]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECGhostHollowParade_completion,quests,,,The hollow parade has been broken.
questAECGhostStalk_name,quests,,,[8096A8]Ghost Hunt[-]
questAECGhostStalk_subtitle,quests,,,Ghost T4 Boss Hunt
questAECGhostStalk_description,quests,,,Activate the rally, place the lure, survive three hunt waves, then kill The Ghost when it appears.
questAECGhostStalk_offer,quests,,,The Ghost has been seen near this area. Trigger the rally, drop the lure, survive the escort, and end it.
questAECGhostStalk_statement,quests,,,I will activate the rally, place the lure, and kill The Ghost.
questAECGhostStalk_response,quests,,,AEC BOSS FIGHT - [FFAA00]Ghost Hunt[-]
questAECGhostStalk_completion,quests,,,The hunt is over. The Ghost is down.
questAECGhostWard_name,quests,,,[607E96]Ghost Defense[-]
questAECGhostWard_subtitle,quests,,,Ghost T4 Boss Defense
questAECGhostWard_description,quests,,,Clear the POI first, then survive waves of ghosts and kill The Ghost.
questAECGhostWard_offer,quests,,,This place will fall without a hard defense. Hold it until The Ghost dies.
questAECGhostWard_statement,quests,,,I will hold the defense.
questAECGhostWard_response,quests,,,AEC BOSS FIGHT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECGhostWard_completion,quests,,,The defense held and The Ghost has fallen.
questAECGhostHunt_name,quests,,,[D6E6FF]HUNT: The Ghost[-]
questAECGhostHunt_subtitle,quests,,,Ghost T5 Boss Hunt
questAECGhostHunt_description,quests,,,Activate the rally, place the lure, survive three elite night waves, then kill The Ghost.
questAECGhostHunt_offer,quests,,,This is the real hunt. Trigger the rally, place the lure, survive the escort, and finish The Ghost.
questAECGhostHunt_statement,quests,,,I will activate the rally, place the lure, and finish the hunt.
questAECGhostHunt_response,quests,,,AEC BOSS FIGHT - [FF0000]HUNT: The Ghost[-]
questAECGhostHunt_completion,quests,,,The Ghost is dead and the night is quieter.
questAECGhostNightDefense_name,quests,,,[8D9AAD]Defense: The Ghost[-]
questAECGhostNightDefense_subtitle,quests,,,Ghost T5 Boss Defense
questAECGhostNightDefense_description,quests,,,Clear the POI first, then survive elite ghost waves and kill The Ghost.
questAECGhostNightDefense_offer,quests,,,Night defense contract. Hold the position until The Ghost is forced into the fight.
questAECGhostNightDefense_statement,quests,,,I will hold the night.
questAECGhostNightDefense_response,quests,,,AEC BOSS FIGHT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECGhostNightDefense_completion,quests,,,The site survived the night and The Ghost is gone.
questAECGhostPhantomCourt_name,quests,,,[FFD700]Phantom Court[-]
questAECGhostPhantomCourt_subtitle,quests,,,Ghost T6 Boss Hunt
questAECGhostPhantomCourt_description,quests,,,Activate the rally, place the lure, fight through five Phantom Court waves, then kill The Ghost at the center.
questAECGhostPhantomCourt_offer,quests,,,The court has assembled in the dark. Trigger the rally, drop the lure, break every rank, and kill its ruler.
questAECGhostPhantomCourt_statement,quests,,,I will activate the rally, place the lure, and break the court.
questAECGhostPhantomCourt_response,quests,,,AEC LEGENDARY CONTRACT - [FF0000]Phantom Court[-]
questAECGhostPhantomCourt_completion,quests,,,The Phantom Court has fallen.
questAECGhostHauntedSiege_name,quests,,,[FF5555]Haunted Siege[-]
questAECGhostHauntedSiege_subtitle,quests,,,Ghost T6 Boss Defense
questAECGhostHauntedSiege_description,quests,,,Clear the POI first, then survive the haunted siege waves and kill The Ghost.
questAECGhostHauntedSiege_offer,quests,,,This is the worst of them. Hold the siege line and kill The Ghost yourself.
questAECGhostHauntedSiege_statement,quests,,,I will hold the siege.
questAECGhostHauntedSiege_response,quests,,,AEC LEGENDARY CONTRACT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECGhostHauntedSiege_completion,quests,,,The haunted siege has been broken.
questAECGhost_obj_wave1,quests,,,Wave 1: Eliminate Ghost Forces
questAECGhost_obj_wave2,quests,,,Wave 2: Eliminate Ghost Forces
questAECGhost_obj_wave3,quests,,,Wave 3: Eliminate Ghost Forces
questAECGhost_obj_wave4,quests,,,Wave 4: Eliminate Ghost Forces
questAECGhost_obj_wave5,quests,,,Wave 5: Eliminate Ghost Forces
questAECGhostStalk_obj_kill,quests,,,Kill The Ghost
questAECGhostWard_obj_kill,quests,,,Kill The Ghost
questAECGhostHunt_obj_kill,quests,,,Kill The Ghost
questAECGhostNightDefense_obj_kill,quests,,,Kill The Ghost
questAECGhostPhantomCourt_obj_kill,quests,,,Kill The Ghost
questAECGhostHauntedSiege_obj_kill,quests,,,Kill The Ghost
eventAECGhostArrival_LanternMarch_msg,gameevents,,,Lanterns sway in the dark. A ghost march is closing in.
eventAECGhostArrival_RestlessRush_msg,gameevents,,,The night stirs. Fast ghost minions are rushing your position.
eventAECGhostArrival_EchoVolley_msg,gameevents,,,You hear stones and screams in the dark. The volley is coming.
eventAECGhostArrival_HollowPatrol_msg,gameevents,,,A hollow patrol is roaming nearby. Hold until every ghost falls.
eventAECGhostArrival_MidnightCarnival_msg,gameevents,,,The carnival lights are dead but the ghosts still dance.
eventAECGhostArrival_GraveyardWatch_msg,gameevents,,,Keep watch. The graveyard dead are moving on this position.
eventAECGhostArrival_CarnivalDead_msg,gameevents,,,The dead carnival has found this place. Defend it through the night.
eventAECGhostArrival_ShriekingStones_msg,gameevents,,,Shrieking stones cut through the dark. Ranged ghosts incoming.
eventAECGhostArrival_DeadShift_msg,gameevents,,,The dead shift has clocked in. Hold the site until dawn or death.
eventAECGhostArrival_LanternBreach_msg,gameevents,,,Ghost lanterns are breaching the perimeter. Get ready.
eventAECGhostArrival_LostProcession_msg,gameevents,,,A lost procession is crossing the night. Break it before it surrounds you.
eventAECGhostArrival_BrokenVigil_msg,gameevents,,,The vigil is broken. Mixed ghost forces are coming for this place.
eventAECGhostArrival_HauntedGrounds_msg,gameevents,,,The ground itself is haunted tonight. Clear the waves before they spread.
eventAECGhostArrival_HollowParade_msg,gameevents,,,A hollow parade is marching on the objective. Do not let it pass.
eventAECGhostArrival_Stalk_msg,gameevents,,,Ghost hunt contract active. Survive the escorts and draw The Ghost out.
eventAECGhostArrival_Ward_msg,gameevents,,,Ghost defense contract active. Hold the site until The Ghost breaches it.
eventAECGhostArrival_Hunt_msg,gameevents,,,The hunt begins under cover of night. Push through the servants and kill The Ghost.
eventAECGhostArrival_NightDefense_msg,gameevents,,,Defense: The Ghost contract active. Hold this position until The Ghost arrives.
eventAECGhostArrival_PhantomCourt_msg,gameevents,,,The Phantom Court gathers. Survive the royal procession and slay its ruler.
eventAECGhostArrival_HauntedSiege_msg,gameevents,,,A haunted siege has begun. Hold this ground until the Ghost is dead.
eventAECGhostWave_Lantern1_msg,gameevents,,,Wave 1: Spectral lantern bearers are closing in.
eventAECGhostWave_Lantern2_msg,gameevents,,,Wave 2: More spectral lanterns advance through the dark.
eventAECGhostWave_Lantern3_msg,gameevents,,,Final spectral lantern wave. Put the march down.
eventAECGhostWave_Restless1_msg,gameevents,,,Wave 1: Restless ghosts rush the zone.
eventAECGhostWave_Restless2_msg,gameevents,,,Wave 2: The rush gets faster.
eventAECGhostWave_Restless3_msg,gameevents,,,Final rush. Cut them down before they break through.
eventAECGhostWave_Volley1_msg,gameevents,,,Wave 1: Bowler ghosts and screamers are firing from the dark.
eventAECGhostWave_Volley2_msg,gameevents,,,Wave 2: The ghost volley intensifies.
eventAECGhostWave_Volley3_msg,gameevents,,,Final volley. Silence the screamers and stone throwers.
eventAECGhostWave_Patrol1_msg,gameevents,,,Wave 1: A hollow patrol enters the area.
eventAECGhostWave_Patrol2_msg,gameevents,,,Wave 2: More of the patrol emerges from the gloom.
eventAECGhostWave_Patrol3_msg,gameevents,,,Final patrol wave. End the roaming dead.
eventAECGhostWave_Carnival1_msg,gameevents,,,Wave 1: The carnival dead spill out of the dark.
eventAECGhostWave_Carnival2_msg,gameevents,,,Wave 2: The midnight carnival grows louder.
eventAECGhostWave_Carnival3_msg,gameevents,,,Final carnival wave. End the performance.
eventAECGhostWave_Graveyard1_msg,gameevents,,,Wave 1: Graveyard watchers are closing in.
eventAECGhostWave_Graveyard2_msg,gameevents,,,Wave 2: The graves will not stay shut.
eventAECGhostWave_Graveyard3_msg,gameevents,,,Final graveyard wave. Hold the cemetery line.
eventAECGhostWave_Procession1_msg,gameevents,,,Wave 1: The lost procession advances.
eventAECGhostWave_Procession2_msg,gameevents,,,Wave 2: The procession deepens.
eventAECGhostWave_Procession3_msg,gameevents,,,Final procession wave. Break the line of the dead.
eventAECGhostWave_Grounds1_msg,gameevents,,,Wave 1: Haunted ground forces are pushing in.
eventAECGhostWave_Grounds2_msg,gameevents,,,Wave 2: The haunted ground grows more hostile.
eventAECGhostWave_Grounds3_msg,gameevents,,,Final grounds wave. Purge the haunted earth.
eventAECGhostWave_Stalk1_msg,gameevents,,,Wave 1: The Ghost sends hunters ahead.
eventAECGhostWave_Stalk2_msg,gameevents,,,Wave 2: The stalking force tightens the circle.
eventAECGhostWave_Stalk3_msg,gameevents,,,Final hunt wave. The Ghost is almost here.
eventAECGhostWave_Hunt1_msg,gameevents,,,Wave 1: Elite ghost minions are advancing.
eventAECGhostWave_Hunt2_msg,gameevents,,,Wave 2: The elite escort grows heavier.
eventAECGhostWave_Hunt3_msg,gameevents,,,Final elite wave. Brace for the Ghost.
eventAECGhostWave_Court1_msg,gameevents,,,Wave 1: The Phantom Court sends its first rank.
eventAECGhostWave_Court2_msg,gameevents,,,Wave 2: The court answers with more dead nobles.
eventAECGhostWave_Court3_msg,gameevents,,,Final court wave. The ruler comes next.
eventAECGhostWave_Court4_msg,gameevents,,,Wave 4: The Phantom Court closes ranks.
eventAECGhostWave_Court5_msg,gameevents,,,Final court wave. Break the last rank before The Ghost arrives.
eventAECGhostBossSpawn_Stalk_msg,gameevents,,,BOSS: The Ghost has stepped into the hunt.
eventAECGhostBossSpawn_Ward_msg,gameevents,,,BOSS: The Ghost breaches the warded ground.
eventAECGhostBossSpawn_Hunt_msg,gameevents,,,BOSS: The Ghost answers your challenge.
eventAECGhostBossSpawn_NightDefense_msg,gameevents,,,BOSS: The Ghost leads the night assault in person.
eventAECGhostBossSpawn_PhantomCourt_msg,gameevents,,,BOSS: The Ghost rules the Phantom Court from the front.
eventAECGhostBossSpawn_HauntedSiege_msg,gameevents,,,BOSS: The Ghost has joined the haunted siege.
buffAECGhostPlayerAura,,,,[CDD7E3]GHOST PRESSURE[-]
buffAECGhostPlayerAuraDesc,,,,The Ghost is close. Your stamina drains under spectral pressure.
AECHammerGuardian,entityclasses,Entity,,The Hammer Guardian
AECHammerGuardianMinion01,entityclasses,Entity,,Hammer Guardian Minion
AECHammerGuardianBossLootBag,entityclasses,Entity,,Hammer Guardian Loot Bag
AECHammerGuardianMinionLootBag,entityclasses,Entity,,Hammer Minion Loot Bag
itemAECHammerGuardianHead,,,,"[FF0000]AEC[-] [C58A3A]Hammer Guardian Head[-]"
itemAECHammerGuardianHead_desc,,,,"The shattered head of the Hammer Guardian. Dense bone and metal fragments are fused together."
itemAECHammerGuardianArm,,,,"[FF0000]AEC[-] [C58A3A]Hammer Guardian Arm[-]"
itemAECHammerGuardianArm_desc,,,,"A massive arm ripped from the Hammer Guardian. The weight alone could break bone."
itemAECHammerGuardianLeg,,,,"[FF0000]AEC[-] [C58A3A]Hammer Guardian Leg[-]"
itemAECHammerGuardianLeg_desc,,,,"A reinforced leg from the Hammer Guardian. It is built to carry brutal force forward."
itemAECHammerGuardianTorso,,,,"[FF0000]AEC[-] [C58A3A]Hammer Guardian Torso[-]"
itemAECHammerGuardianTorso_desc,,,,"The heavy torso of the Hammer Guardian. Thick muscle, armor, and impact scars cover it."
itemAECHammerGuardianHeart,,,,"[FF0000]AEC[-] [C58A3A]Hammer Guardian Heart[-]"
itemAECHammerGuardianHeart_desc,,,,"A forged-metal heart torn from the Hammer Guardian. Rare, dense, and highly valuable."
itemAECHammerGuardianHuntBundle,,,,"[C58A3A]AEC[-] [FFD700]Hammer Guardian Trophy Bundle[-]"
itemAECHammerGuardianHuntBundle_desc,,,,"Open to receive random trophies from the Hammer Guardian: arm, leg, torso, head, or the rare heart."
itemAECHammerGuardianDefenseBundle,,,,"[C58A3A]AEC[-] [FFD700]Hammer Guardian Defense Bundle[-]"
itemAECHammerGuardianDefenseBundle_desc,,,,"Open to receive trophies recovered after surviving the Hammer Guardian encounter."
itemAECHammerGuardianHuntContract,,,,"[FF0000]AEC 5★ |[-] [FF0000]Hammer Guardian Contract: Boss Hunt[-]"
itemAECHammerGuardianHuntContract_desc,,,,"A bounty contract for the Hammer Guardian. Track it down and survive the impact."
itemAECHammerGuardianDefenseContract,,,,"[FF0000]AEC 5★ |[-] [FF0000]Hammer Guardian Contract: Boss Defense[-]"
itemAECHammerGuardianDefenseContract_desc,,,,"A defense contract. Reach the location first, survive the waves, and kill the Hammer Guardian."
itemAECHammerGuardianMinionHordeContract,,,,"[FF0000]AEC 3★ |[-] [FFD700]Hammer Guardian Contract: Minion Horde[-]"
itemAECHammerGuardianMinionHordeContract_desc,,,,"A wave contract. Clear repeated Hammer Guardian minion assaults in the wilderness."
itemAECHammerGuardianMinionDefenseContract,,,,"[FF0000]AEC 3★ |[-] [FFD700]Hammer Guardian Contract: Minion Defense[-]"
itemAECHammerGuardianMinionDefenseContract_desc,,,,"A defense contract. Hold the location and wipe out repeated Hammer Guardian minion waves."
questAECHammerGuardianHunt_name,quests,,,"[C58A3A]Hunt: The Hammer Guardian[-]"
questAECHammerGuardianHunt_subtitle,quests,,,T5 Boss Hunt
questAECHammerGuardianHunt_description,quests,,,Activate the rally, place the lure, survive the attack waves, and bring the Hammer Guardian down.
questAECHammerGuardianHunt_offer,quests,,,Danger close. The Hammer Guardian is active nearby. Get there, trigger the rally, place the lure, survive the pressure, and kill it.
questAECHammerGuardianHunt_statement,quests,,,survive the waves, and kill the Hammer Guardian.
questAECHammerGuardianHunt_response,quests,,,AEC BOSS FIGHT - [FF0000]Hunt: The Hammer Guardian[-]
questAECHammerGuardianHunt_completion,quests,,,Target neutralized. The ground is quiet again.
questAECHammerGuardian_obj_wave1,quests,,,Kill the incoming infected
questAECHammerGuardian_obj_wave2,quests,,,Kill the stronger infected
questAECHammerGuardian_obj_wave3,quests,,,Survive the final wave
questAECHammerGuardianHunt_obj_kill,quests,,,Kill the Hammer Guardian
questAECHammerGuardianDefense_name,quests,,,"[C58A3A]Defense: Hammer Guardian[-]"
questAECHammerGuardianDefense_subtitle,quests,,,T5 POI Defense
questAECHammerGuardianDefense_description,quests,,,Clear the POI first, then survive waves of Hammer Guardian minions and destroy the Hammer Guardian.
questAECHammerGuardianDefense_offer,quests,,,Defense contract. The Hammer Guardian is moving on a location. Get there, hold it, and kill it.
questAECHammerGuardianDefense_statement,quests,,,Reach the location, survive the waves, then kill the Hammer Guardian.
questAECHammerGuardianDefense_response,quests,,,AEC BOSS FIGHT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECHammerGuardianDefense_completion,quests,,,Location secured. The Hammer Guardian is down.
questAECHammerGuardianDefense_obj_kill,quests,,,Kill the Hammer Guardian
questAECHammerGuardianMinionHorde_name,quests,,,"[C58A3A]Horde: Hammer Guardian Minions[-]"
questAECHammerGuardianMinionHorde_subtitle,quests,,,T3 Minion Waves
questAECHammerGuardianMinionHorde_description,quests,,,Activate the rally, place the lure, then clear the three incoming Hammer Guardian minion waves.
questAECHammerGuardianMinionHorde_offer,quests,,,Minion horde contract. Hammer Guardian servants are gathering nearby. Get there, trigger the rally, place the lure, and wipe them out.
questAECHammerGuardianMinionHorde_statement,quests,,,and clear the Hammer Guardian minion waves.
questAECHammerGuardianMinionHorde_response,quests,,,AEC HORDE - [FF4500]Horde: Hammer Guardian Minions[-]
questAECHammerGuardianMinionHorde_completion,quests,,,The minion wave is broken. Good work.
questAECHammerGuardianMinionDefense_name,quests,,,"[C58A3A]Defense: Hammer Minion Waves[-]"
questAECHammerGuardianMinionDefense_subtitle,quests,,,T3 POI Defense
questAECHammerGuardianMinionDefense_description,quests,,,Clear the POI first, then survive waves of Hammer Guardian minions.
questAECHammerGuardianMinionDefense_offer,quests,,,Defense contract. Hammer Guardian minions are moving on a location. Hold it and clear every wave.
questAECHammerGuardianMinionDefense_statement,quests,,,Reach the location and clear the Hammer Guardian minion waves.
questAECHammerGuardianMinionDefense_response,quests,,,AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECHammerGuardianMinionDefense_completion,quests,,,Position secured. The minions are down.
eventAECHammerGuardianWave1_msg,gameevents,,,HAMMER WAVE 1: Hammer Guardian scouts are closing in.
eventAECHammerGuardianWave2_msg,gameevents,,,HAMMER WAVE 2: More Hammer Guardian minions are pushing forward.
eventAECHammerGuardianWave3_msg,gameevents,,,FINAL WAVE: The ground shakes. The Hammer Guardian is next.
eventAECHammerGuardianHuntArrival_msg,gameevents,,,ALERT: The Hammer Guardian has been sighted in the area. Prepare for impact.
eventAECHammerGuardianHuntBossSpawn_msg,gameevents,,,BOSS: The Hammer Guardian is here. Expect crushing melee and relentless pressure.
eventAECHammerGuardianDefenseArrival_msg,gameevents,,,DEFENSE: The Hammer Guardian is moving on this position. Hold the perimeter.
eventAECHammerGuardianDefenseBossSpawn_msg,gameevents,,,BOSS: The Hammer Guardian has breached the zone. Bring it down before it overwhelms the area.
buffAECHammerGuardianPlayerAura,,,,"[C58A3A]HAMMER GUARDIAN NEARBY[-]"
buffAECHammerGuardianPlayerAuraDesc,,,,The Hammer Guardian is close. Expect brutal melee hits and constant pressure.
AECHellskyliBoss,entityclasses,Entity,,[FF6A00]BOSS[-] Hellskyli the Burning Demon
AECHellskyliLootBag,entityclasses,Entity,,[FF6A00]BOSS[-] Hellskyli Loot Bag
meleeHandAECHellskyliBoss,items,Item,,Hellskyli's Burning Claw
ammoProjectileAECHellskyliBoss,items,Item,,Hellskyli Fireball
buffAECHellskyliPlayerAura,,,,"[FF6A00]HELLSKYLI NEARBY[-]"
buffAECHellskyliPlayerAuraDesc,,,,Hellskyli is close. Expect fireball pressure, burning damage, and aggressive aerial dives.
itemAECHellskyliHead,,,,"[FF0000]AEC[-] [FF6A00]Hellskyli Head[-]"
itemAECHellskyliHead_desc,,,,The charred head of Hellskyli. Heat still leaks from the bone and ash.
itemAECHellskyliArm,,,,"[FF0000]AEC[-] [FF6A00]Hellskyli Arm[-]"
itemAECHellskyliArm_desc,,,,A burned limb torn from Hellskyli, hardened by smoke, slag, and old fire.
itemAECHellskyliLeg,,,,"[FF0000]AEC[-] [FF7A1A]Hellskyli Leg[-]"
itemAECHellskyliLeg_desc,,,,One of Hellskyli's ruined legs, heavy with scorched muscle and cracked bone.
itemAECHellskyliTorso,,,,"[FF0000]AEC[-] [FF8A2A]Hellskyli Torso[-]"
itemAECHellskyliTorso_desc,,,,The shattered torso of Hellskyli, blackened by constant flame and aerial impact.
itemAECHellskyliHeart,,,,"[FF0000]AEC[-] [FF3B00]Hellskyli Heart[-]"
itemAECHellskyliHeart_desc,,,,The burning heart of Hellskyli. Rare, unstable, and worth a fortune to the right trader.
itemAECHellskyliHuntBundle,,,,"[FF6A00]AEC[-] [FFD700]Hellskyli Trophy Bundle[-]"
itemAECHellskyliHuntBundle_desc,,,,Open to receive Hellskyli trophies: arm, leg, torso, head, or the rare burning heart.
itemAECHellskyliDefenseBundle,,,,"[FF6A00]AEC[-] [FFD700]Hellskyli Defense Bundle[-]"
itemAECHellskyliDefenseBundle_desc,,,,Open to receive trophies recovered after holding the line against Hellskyli's burnt assault.
itemAECHellskyliHuntContract,,,,"[FF0000]AEC 5★ |[-] [FF0000]Hellskyli Contract: Boss Hunt[-]"
itemAECHellskyliHuntContract_desc,,,,A bounty contract for Hellskyli. Survive the burnt waves and kill the burning demon.
itemAECHellskyliDefenseContract,,,,"[FF0000]AEC 5★ |[-] [FF0000]Hellskyli Contract: Boss Defense[-]"
itemAECHellskyliDefenseContract_desc,,,,A defense contract. Hold the location through Hellskyli's burnt assault, then kill the boss when it dives in.
questAECHellskyliHunt_name,quests,,,[FF6A00]Hunt: Hellskyli the Burning Demon[-]
questAECHellskyliHunt_subtitle,quests,,,T5 Boss Hunt
questAECHellskyliHunt_description,quests,,,Activate the rally, place the lure, survive the burnt wave pattern, then kill Hellskyli.
questAECHellskyliHunt_offer,quests,,,Burning air contact. Hellskyli is circling nearby. Trigger the rally, place the lure, push through the escorts, and bring the boss down.
questAECHellskyliHunt_statement,quests,,,survive the burnt waves, then kill Hellskyli.
questAECHellskyliHunt_response,quests,,,AEC BOSS FIGHT - [FF0000]Hunt: Hellskyli the Burning Demon[-]
questAECHellskyliHunt_completion,quests,,,Hellskyli is down. Payment is ready.
questAECHellskyli_obj_wave1,quests,,,Kill the incoming burnt
questAECHellskyli_obj_wave2,quests,,,Kill the stronger burnt
questAECHellskyli_obj_wave3,quests,,,Survive the final burnt wave
questAECHellskyliHunt_obj_kill,quests,,,Kill Hellskyli
questAECHellskyliDefense_name,quests,,,[FF6A00]Defense: Hellskyli[-]
questAECHellskyliDefense_subtitle,quests,,,T5 POI Defense
questAECHellskyliDefense_description,quests,,,Clear the POI first, then survive burnt waves and kill Hellskyli.
questAECHellskyliDefense_offer,quests,,,Defense contract. Hellskyli is bearing down on a position. Hold it through the fire and finish the boss there.
questAECHellskyliDefense_statement,quests,,,Reach the location, hold it through the burnt waves, then kill Hellskyli.
questAECHellskyliDefense_response,quests,,,AEC BOSS FIGHT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECHellskyliDefense_completion,quests,,,Location secured. Hellskyli has been destroyed.
questAECHellskyliDefense_obj_kill,quests,,,Kill Hellskyli
eventAECHellskyliHuntArrival_msg,gameevents,,,ALERT: Hellskyli has been sighted nearby. Survive the burnt wave before the demon dives in.
eventAECHellskyliWave1_msg,gameevents,,,WAVE 1: Burnt scouts are closing in beneath Hellskyli's flight path.
eventAECHellskyliWave2_msg,gameevents,,,WAVE 2: Feral and radiated burnt are pushing through the flames.
eventAECHellskyliWave3_msg,gameevents,,,FINAL WAVE: Charged and infernal burnt are erupting ahead of Hellskyli.
eventAECHellskyliHuntBossSpawn_msg,gameevents,,,BOSS: Hellskyli is here. Expect fireballs, dive pressure, and relentless burning damage.
